Name EN,States Names,Region,Category,Danger,Danger list,Date inscribed,Coordinates
Classical Gardens of Suzhou,China,Asia and the Pacific,Cultural,False,,1997,"31.31666667, 120.45"
Cultural Landscape of Old Tea Forests of the Jingmai Mountain in Pu’er,China,Asia and the Pacific,Cultural,False,,2023,"22.1841666667, 100.0075"
Dazu Rock Carvings,China,Asia and the Pacific,Cultural,False,,1999,"29.70111, 105.705"
Imperial Tombs of the Ming and Qing Dynasties,China,Asia and the Pacific,Cultural,False,,2000,"41.70722222, 124.7938889"
Longmen Grottoes,China,Asia and the Pacific,Cultural,False,,2000,"34.46666667, 112.4666667"
Jiuzhaigou Valley Scenic and Historic Interest Area,China,Asia and the Pacific,Natural,False,,1992,"33.08333, 103.91667"
Colchic Rainforests and Wetlands,Georgia,Europe and North America,Natural,False,,2021,"41.7022777778, 41.9512"
Mount Qingcheng and the Dujiangyan Irrigation System,China,Asia and the Pacific,Cultural,False,,2000,"31.00167, 103.60528"
Mount Sanqingshan National Park,China,Asia and the Pacific,Natural,False,,2008,"28.9158333333, 118.0644444444"
Mount Wuyi,China,Asia and the Pacific,Mixed,False,,1999,"27.7263888889, 117.7252777778"
"Mountain Resort and its Outlying Temples, Chengde",China,Asia and the Pacific,Cultural,False,,1994,"40.98694, 117.93833"
Old Town of Lijiang,China,Asia and the Pacific,Cultural,False,,1997,"26.86667, 100.23333"
Three Parallel Rivers of Yunnan Protected Areas,China,Asia and the Pacific,Natural,False,,2003,"27.895, 98.40638889"
Tusi Sites,China,Asia and the Pacific,Cultural,False,,2015,"28.9986111111, 109.9669444444"
West Lake Cultural Landscape of Hangzhou,China,Asia and the Pacific,Cultural,False,,2011,"30.2375, 120.1408333333"
Yin Xu,China,Asia and the Pacific,Cultural,False,,2006,"36.1266666666, 114.3138888888"
Ecosystem and Relict Cultural Landscape of Lopé-Okanda,Gabon,Africa,Mixed,False,,2007,"-0.5, 11.5"
Chiribiquete National Park – “The Maloca of the Jaguar”,Colombia,Latin America and the Caribbean,Mixed,False,,2018,"0.5252777778, -72.7972222222"
San Agustín Archaeological Park,Colombia,Latin America and the Caribbean,Cultural,False,,1995,"1.916666667, -76.23333333"
"Port, Fortresses and Group of Monuments, Cartagena",Colombia,Latin America and the Caribbean,Cultural,False,,1984,"10.41666667, -75.53333333"
Forest Massif of Odzala-Kokoua,Congo,Africa,Natural,False,,2023,"1.3355555556, 14.8602777778"
Comoé National Park,Côte d'Ivoire,Africa,Natural,False,,1983,"9.0, -4.0"
Talamanca Range-La Amistad Reserves / La Amistad National Park,"Panama,Costa Rica",Latin America and the Caribbean,Natural,False,,1983,"9.407083333, -82.93880556"
Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís,Costa Rica,Latin America and the Caribbean,Cultural,False,,2014,"8.938453, -83.502539"
Venetian Works of Defence between the 16th and 17th Centuries: <em>Stato da Terra</em> – Western <em>Stato da Mar</em>,"Italy,Croatia,Montenegro",Europe and North America,Cultural,False,,2017,"45.7033333333, 9.6636111111"
Plitvice Lakes National Park,Croatia,Europe and North America,Natural,False,,1979,"44.87778, 15.61444"
Alejandro de Humboldt National Park,Cuba,Latin America and the Caribbean,Natural,False,,2001,"20.45, -75.0"
Historic Centre of Camagüey,Cuba,Latin America and the Caribbean,Cultural,False,,2008,"21.3786111111, -77.9186111111"
Painted Churches in the Troodos Region,Cyprus,Europe and North America,Cultural,False,,1985,"34.92027778, 33.09583333"
Holašovice Historic Village,Czechia,Europe and North America,Cultural,False,,1998,"48.9696388889, 14.2726111111"
Holy Trinity Column in Olomouc,Czechia,Europe and North America,Cultural,False,,2000,"49.5939361111, 17.2504583333"
Kutná Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec,Czechia,Europe and North America,Cultural,False,,1995,"49.95, 15.2666666667"
Kahuzi-Biega National Park,Democratic Republic of the Congo,Africa,Natural,True,Y 1997,1980,"-2.334053, 28.180743"
Roskilde Cathedral,Denmark,Europe and North America,Cultural,False,,1995,"55.6426654094, 12.0798998457"
Morne Trois Pitons National Park,Dominica,Latin America and the Caribbean,Natural,False,,1997,"15.331113, -61.30661"
Wadden Sea,"Denmark,Netherlands (Kingdom of the),Germany",Europe and North America,Natural,False,,2009,"53.5286111111, 8.5561111111"
Sangay National Park,Ecuador,Latin America and the Caribbean,Natural,False,,1983,"-1.83333, -78.33333"
Abu Mena,Egypt,Arab States,Cultural,False,,1979,"30.8358333333, 29.66666667"
Galápagos Islands,Ecuador,Latin America and the Caribbean,Natural,False,,1978,"-0.68986, -90.501319"
Ancient Thebes with its Necropolis,Egypt,Arab States,Cultural,False,,1979,"25.73333, 32.6"
Historic Centre (Old Town) of Tallinn,Estonia,Europe and North America,Cultural,False,,1997,"59.437, 24.74"
Aksum,Ethiopia,Africa,Cultural,False,,1980,"14.13019, 38.71861"
"Fasil Ghebbi, Gondar Region",Ethiopia,Africa,Cultural,False,,1979,"12.607909, 37.4697"
Lower Valley of the Awash,Ethiopia,Africa,Cultural,False,,1980,"11.10006, 40.57939"
Konso Cultural Landscape,Ethiopia,Africa,Cultural,False,,2011,"5.3, 37.4"
The Gedeo Cultural Landscape,Ethiopia,Africa,Cultural,False,,2023,"6.2488888889, 38.2877777778"
Simien National Park,Ethiopia,Africa,Natural,False,,1978,"13.1833333333, 38.0666666667"
Levuka Historical Port Town,Fiji,Asia and the Pacific,Cultural,False,,2013,"-17.6833777778, 178.8345333333"
Old Rauma,Finland,Europe and North America,Cultural,False,,1991,"61.12806, 21.51167"
Fortress of Suomenlinna,Finland,Europe and North America,Cultural,False,,1991,"60.14722, 24.98722"
Historic Fortified City of Carcassonne,France,Europe and North America,Cultural,False,,1997,"43.2070631, 2.3636562"
Megaliths of Carnac and of the shores of Morbihan,France,Europe and North America,Cultural,False,,2025,"47.6161111111, -3.0872222222"
Mont-Saint-Michel and its Bay,France,Europe and North America,Cultural,False,,1979,"48.63556, -1.51056"
Nord-Pas de Calais Mining Basin,France,Europe and North America,Cultural,False,,2012,"50.4625, 3.5461111111"
"Pitons, cirques and remparts of Reunion Island",France,Europe and North America,Natural,False,,2010,"-21.0994444444, 55.48"
Palace and Park of Fontainebleau,France,Europe and North America,Cultural,False,,1981,"48.40194444, 2.698055556"
"Provins, Town of Medieval Fairs",France,Europe and North America,Cultural,False,,2001,"48.55972222, 3.298888889"
Taputapuātea,France,Europe and North America,Cultural,False,,2017,"-16.8414, -151.3723777778"
"Strasbourg, Grande-Île and <em>Neustadt</em>",France,Europe and North America,Cultural,False,,1988,"48.5844444444, 7.7488888889"
"The Causses and the Cévennes, Mediterranean agro-pastoral Cultural Landscape",France,Europe and North America,Cultural,False,,2011,"44.2202777778, 3.4730555556"
"The Climats, terroirs of Burgundy",France,Europe and North America,Cultural,False,,2015,"47.0580555556, 4.8644444444"
The Loire Valley between Sully-sur-Loire and Chalonnes,France,Europe and North America,Cultural,False,,2000,"47.39889, 0.70278"
Volcanoes and Forests of Mount Pelée and the Pitons of Northern Martinique,France,Europe and North America,Natural,False,,2023,"14.8233027778, -61.1758611111"
Ivindo National Park,Gabon,Africa,Natural,False,,2021,"0.113, 12.648"
Gelati Monastery,Georgia,Europe and North America,Cultural,False,,1994,"42.2947222222, 42.7683333333"
Abbey and Altenmünster of Lorsch,Germany,Europe and North America,Cultural,False,,1991,"49.65369, 8.56858"
Upper Svaneti,Georgia,Europe and North America,Cultural,False,,1996,"42.914, 43.009"
Bergpark Wilhelmshöhe,Germany,Europe and North America,Cultural,False,,2013,"51.3158333333, 9.3930555556"
"Collegiate Church, Castle and Old Town of Quedlinburg",Germany,Europe and North America,Cultural,False,,1994,"51.78333, 11.15"
Classical Weimar,Germany,Europe and North America,Cultural,False,,1998,"50.9775, 11.32861"
Cologne Cathedral,Germany,Europe and North America,Cultural,False,,1996,"50.94111111, 6.957222222"
Garden Kingdom of Dessau-Wörlitz,Germany,Europe and North America,Cultural,False,,2000,"51.8425, 12.42083"
Jewish-Medieval Heritage of Erfurt,Germany,Europe and North America,Cultural,False,,2023,"50.9786638889, 11.0292333333"
Margravial Opera House Bayreuth,Germany,Europe and North America,Cultural,False,,2012,"49.9443931107, 11.5784979437"
Messel Pit Fossil Site,Germany,Europe and North America,Natural,False,,1995,"49.918, 8.757"
"Museumsinsel (Museum Island), Berlin",Germany,Europe and North America,Cultural,False,,1999,"52.51972222, 13.39861111"
Pilgrimage Church of Wies,Germany,Europe and North America,Cultural,False,,1983,"47.68127778, 10.90013889"
Schwerin Residence Ensemble,Germany,Europe and North America,Cultural,False,,2024,"53.6241666667, 11.4188888889"
Speyer Cathedral,Germany,Europe and North America,Cultural,False,,1981,"49.3172222222, 8.4423888889"
Town of Bamberg,Germany,Europe and North America,Cultural,False,,1993,"49.89166667, 10.88888889"
Archaeological Site of Aigai (modern name Vergina),Greece,Europe and North America,Cultural,False,,1996,"40.47139, 22.31833"
"Acropolis, Athens",Greece,Europe and North America,Cultural,False,,1987,"37.97087, 23.72618"
Asante Traditional Buildings,Ghana,Africa,Cultural,False,,1980,"6.4011111111, -1.6258333333"
Archaeological Site of Delphi,Greece,Europe and North America,Cultural,False,,1987,"38.48149, 22.49617"
Archaeological Site of Olympia,Greece,Europe and North America,Cultural,False,,1989,"37.64, 21.634"
Archaeological Site of Mystras,Greece,Europe and North America,Cultural,False,,1989,"37.08056, 22.36667"
"Monasteries of Daphni, Hosios Loukas and Nea Moni of Chios",Greece,Europe and North America,Cultural,False,,1990,"38.3952777778, 22.7466666667"
Minoan Palatial Centres,Greece,Europe and North America,Cultural,False,,2025,"35.2486111111, 24.8872222222"
Paleochristian and Byzantine Monuments of Thessalonika,Greece,Europe and North America,Cultural,False,,1988,"40.63833, 22.965"
Old Town of Corfu,Greece,Europe and North America,Cultural,False,,2007,"39.6239413889, 19.9275"
Sanctuary of Asklepios at Epidaurus,Greece,Europe and North America,Cultural,False,,1988,"37.6, 23.0805555556"
National Archaeological Park Tak’alik Ab’aj,Guatemala,Latin America and the Caribbean,Cultural,False,,2023,"14.6386111111, -91.7325"
Antigua Guatemala,Guatemala,Latin America and the Caribbean,Cultural,False,,1979,"14.556504, -90.73381"
Vatican City,Holy See,Europe and North America,Cultural,False,,1984,"41.90216, 12.45736"
"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura","Italy,Holy See",Europe and North America,Cultural,False,,1980,"41.89022222, 12.49230556"
Caves of Aggtelek Karst and Slovak Karst,"Hungary,Slovakia",Europe and North America,Natural,False,,1995,"48.47573, 20.48687"
Early Christian Necropolis of Pécs (Sopianae),Hungary,Europe and North America,Cultural,False,,2000,"46.07444, 18.22778"
"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",Hungary,Europe and North America,Cultural,False,,1987,"47.48242, 19.07067"
Old Village of Hollókő and its Surroundings,Hungary,Europe and North America,Cultural,False,,1987,"47.99444, 19.52917"
Surtsey,Iceland,Europe and North America,Natural,False,,2008,"63.3030555556, -20.6022222222"
Hortobágy National Park - the <i>Puszta</i>,Hungary,Europe and North America,Cultural,False,,1999,"47.59458, 21.15678"
Ajanta Caves,India,Asia and the Pacific,Cultural,False,,1983,"20.553111, 75.70025"
"Archaeological Site of Nalanda Mahavihara at Nalanda, Bihar",India,Asia and the Pacific,Cultural,False,,2016,"25.1366666667, 85.4438888889"
Forest Research Institute Malaysia Forest Park Selangor,Malaysia,Asia and the Pacific,Cultural,False,,2025,"3.22925, 101.6272777778"
City of Valletta,Malta,Europe and North America,Cultural,False,,1980,"35.90056, 14.51444"
Aapravasi Ghat,Mauritius,Africa,Cultural,False,,2006,"-20.1586388889, 57.5031666666"
Agave Landscape and Ancient Industrial Facilities of Tequila,Mexico,Latin America and the Caribbean,Cultural,False,,2006,"20.8630555555, -103.7786111111"
"Archaeological Zone of Paquimé, Casas Grandes",Mexico,Latin America and the Caribbean,Cultural,False,,1998,"30.367128, -107.948122"
Archipiélago de Revillagigedo,Mexico,Latin America and the Caribbean,Natural,False,,2016,"18.7880555556, -110.9752777778"
El Pinacate and Gran Desierto de Altar Biosphere Reserve,Mexico,Latin America and the Caribbean,Natural,False,,2013,"32.0, -113.9166666667"
Historic Centre of Mexico City and Xochimilco,Mexico,Latin America and the Caribbean,Cultural,False,,1987,"19.41833, -99.13278"
Historic Centre of Puebla,Mexico,Latin America and the Caribbean,Cultural,False,,1987,"19.045967, -98.197769"
Historic Centre of Zacatecas,Mexico,Latin America and the Caribbean,Cultural,False,,1993,"22.775484, -102.573531"
Historic Monuments Zone of Tlacotalpan,Mexico,Latin America and the Caribbean,Cultural,False,,1998,"18.613459, -95.658676"
Historic Town of Guanajuato and Adjacent Mines,Mexico,Latin America and the Caribbean,Cultural,False,,1988,"21.01694, -101.25556"
Islands and Protected Areas of the Gulf of California,Mexico,Latin America and the Caribbean,Natural,True,Y 2019,2005,"27.62667, -112.54583"
Pre-Hispanic City and National Park of Palenque,Mexico,Latin America and the Caribbean,Cultural,False,,1987,"17.48333, -92.05"
Pre-Hispanic City of Chichen-Itza,Mexico,Latin America and the Caribbean,Cultural,False,,1988,"20.682739, -88.568654"
Protective town of San Miguel and the Sanctuary of Jesús Nazareno de Atotonilco,Mexico,Latin America and the Caribbean,Cultural,False,,2008,"20.9144444444, -100.7463888889"
Wixárika Route through Sacred Sites to Wirikuta (Tatehuarí Huajuyé),Mexico,Latin America and the Caribbean,Cultural,False,,2025,"22.5978638889, -103.2801527778"
Deer Stone Monuments and Related Bronze Age Sites,Mongolia,Asia and the Pacific,Cultural,False,,2023,"47.7427777778, 101.2258333333"
Uvs Nuur Basin,"Mongolia,Russian Federation",Asia and the Pacific,Natural,False,,2003,"50.275, 92.71972222"
Natural and Culturo-Historical Region of Kotor,Montenegro,Europe and North America,Cultural,False,,1979,"42.48333, 18.7"
Archaeological Site of Volubilis,Morocco,Arab States,Cultural,False,,1997,"34.07389, -5.55694"
Medina of Marrakesh,Morocco,Arab States,Cultural,False,,1985,"31.63139, -7.98667"
Chitwan National Park,Nepal,Asia and the Pacific,Natural,False,,1984,"27.5, 84.33333"
Schokland and Surroundings,Netherlands (Kingdom of the),Europe and North America,Cultural,False,,1995,"52.63861111, 5.771666667"
Bryggen,Norway,Europe and North America,Cultural,False,,1979,"60.39722, 5.32306"
Rjukan-Notodden Industrial Heritage Site,Norway,Europe and North America,Cultural,False,,2015,"59.8786111111, 8.5936111111"
Rock Art of Alta,Norway,Europe and North America,Cultural,False,,1985,"69.95, 23.18333"
Røros Mining Town and the Circumference,Norway,Europe and North America,Cultural,False,,1980,"62.5738888889, 11.3855555556"
Ancient City of Qalhat,Oman,Arab States,Cultural,False,,2018,"22.6952222222, 59.3781111111"
Land of Frankincense,Oman,Arab States,Cultural,False,,2000,"18.25333, 53.64759"
Bahla Fort,Oman,Arab States,Cultural,False,,1987,"22.96417, 57.30111"
Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo,Panama,Latin America and the Caribbean,Cultural,True,Y 2012,1980,"9.553888889, -79.65583333"
The Colonial Transisthmian Route of Panamá,Panama,Latin America and the Caribbean,Cultural,False,,2025,"9.3231722222, -79.999775"
Chankillo Archaeoastronomical Complex,Peru,Latin America and the Caribbean,Cultural,False,,2021,"-9.5568611111, -78.2359166667"
Chavin (Archaeological Site),Peru,Latin America and the Caribbean,Cultural,False,,1985,"-9.5927725444, -77.1784535027"
Baroque Churches of the Philippines,Philippines,Asia and the Pacific,Cultural,False,,1993,"14.59, 120.97"
Puerto-Princesa Subterranean River National Park,Philippines,Asia and the Pacific,Natural,False,,1999,"10.16666667, 118.9166667"
Mount Hamiguitan Range Wildlife Sanctuary,Philippines,Asia and the Pacific,Natural,False,,2014,"6.7171694444, 126.1734305556"
Castle of the Teutonic Order in Malbork,Poland,Europe and North America,Cultural,False,,1997,"54.041, 19.0297222222"
Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park,Poland,Europe and North America,Cultural,False,,1999,"49.86668, 19.676361"
Wooden <em>Tserkvas</em> of the Carpathian Region in Poland and Ukraine,"Poland,Ukraine",Europe and North America,Cultural,False,,2013,"49.5338888889, 21.0322222222"
Historic Centre of Évora,Portugal,Europe and North America,Cultural,False,,1986,"38.57306, -7.90778"
Landscape of the Pico Island Vineyard Culture,Portugal,Europe and North America,Cultural,False,,2004,"38.51344444, -28.54116667"
University of Coimbra – Alta and Sofia,Portugal,Europe and North America,Cultural,False,,2013,"40.2078111111, -8.425775"
Sanctuary of Bom Jesus do Monte in Braga,Portugal,Europe and North America,Cultural,False,,2019,"41.5549444444, -8.3770277778"
"Gochang, Hwasun and Ganghwa Dolmen Sites",Republic of Korea,Asia and the Pacific,Cultural,False,,2000,"34.96667, 126.92917"
Petroglyphs along the Bangucheon Stream,Republic of Korea,Asia and the Pacific,Cultural,False,,2025,"35.60845, 129.1739972222"
Jeju Volcanic Island and Lava Tubes,Republic of Korea,Asia and the Pacific,Natural,False,,2007,"33.4688888889, 126.7202777777"
Seokguram Grotto and Bulguksa Temple,Republic of Korea,Asia and the Pacific,Cultural,False,,1995,"35.791498, 129.349029"
"Seowon, Korean Neo-Confucian Academies",Republic of Korea,Asia and the Pacific,Cultural,False,,2019,"36.7272972222, 128.8434277778"
Monastery of Horezu,Romania,Europe and North America,Cultural,False,,1993,"45.1697222222, 24.0072222222"
Roșia Montană Mining Landscape,Romania,Europe and North America,Cultural,True,Y 2021,2021,"46.3061111111, 23.1305555556"
Churches of the Pskov School of Architecture,Russian Federation,Europe and North America,Cultural,False,,2019,"57.8071944444, 28.3285555556"
"Church of the Ascension, Kolomenskoye",Russian Federation,Europe and North America,Cultural,False,,1994,"55.65556, 37.67389"
"Citadel, Ancient City and Fortress Buildings of Derbent",Russian Federation,Europe and North America,Cultural,False,,2003,"42.0558333333, 48.2827777778"
Cultural and Historic Ensemble of the Solovetsky Islands,Russian Federation,Europe and North America,Cultural,False,,1992,"65.08333333, 35.66666667"
Historic and Architectural Complex of the Kazan Kremlin,Russian Federation,Europe and North America,Cultural,False,,2000,"55.7994526626, 49.1064602384"
Lake Baikal,Russian Federation,Europe and North America,Natural,False,,1996,"53.17361111, 107.6625"
Petroglyphs of Lake Onega and the White Sea,Russian Federation,Europe and North America,Cultural,False,,2021,"61.7299, 36.0126388889"
Virgin Komi Forests,Russian Federation,Europe and North America,Natural,False,,1995,"63.6258333333, 58.9525"
Rock Paintings of Shulgan-Tash Cave,Russian Federation,Europe and North America,Cultural,False,,2025,"53.0494444444, 57.0720277778"
White Monuments of Vladimir and Suzdal,Russian Federation,Europe and North America,Cultural,False,,1992,"56.15, 40.41666667"
Brimstone Hill Fortress National Park,Saint Kitts and Nevis,Latin America and the Caribbean,Cultural,False,,1999,"17.34694, -62.83722"
"Al-Ahsa Oasis, an Evolving Cultural Landscape",Saudi Arabia,Arab States,Cultural,False,,2018,"25.4021666667, 49.6305694444"
"Bassari Country: Bassari, Fula and Bedik Cultural Landscapes",Senegal,Africa,Cultural,False,,2012,"12.5933333333, -12.8458333333"
Medieval Monuments in Kosovo,Serbia,Europe and North America,Cultural,True,Y 2006,2004,"42.6611111111, 20.2655555555"
"Gamzigrad-Romuliana, Palace of Galerius",Serbia,Europe and North America,Cultural,False,,2007,"43.8993055556, 22.1861111111"
Gola-Tiwai Complex,Sierra Leone,Africa,Natural,False,,2025,"7.5411666667, -11.3478888889"
Vallée de Mai Nature Reserve,Seychelles,Africa,Natural,False,,1983,"-4.331, 55.738"
Singapore Botanic Gardens,Singapore,Asia and the Pacific,Cultural,False,,2015,"1.3152777778, 103.8161111111"
Aldabra Atoll,Seychelles,Africa,Natural,False,,1982,"-9.416666667, 46.41666667"
Vlkolínec,Slovakia,Europe and North America,Cultural,False,,1993,"49.0391666667, 19.2783333333"
"Levoča, Spišský Hrad and the Associated Cultural Monuments",Slovakia,Europe and North America,Cultural,False,,1993,"48.9994444444, 20.7675"
Wooden Churches of the Slovak part of the Carpathian Mountain Area,Slovakia,Europe and North America,Cultural,False,,2008,"49.3361111111, 19.5583333333"
Cape Floral Region Protected Areas,South Africa,Africa,Natural,False,,2004,"-34.3558051153, 18.4750321846"
East Rennell,Solomon Islands,Asia and the Pacific,Natural,True,Y 2013,1998,"-11.68333, 160.33333"
Richtersveld Cultural and Botanical Landscape,South Africa,Africa,Cultural,False,,2007,"-28.6, 17.2038888888"
"Human Rights, Liberation and Reconciliation: Nelson Mandela Legacy Sites",South Africa,Africa,Cultural,False,,2024,"-25.7406916667, 28.2117916667"
Antequera Dolmens Site,Spain,Europe and North America,Cultural,False,,2016,"37.025, -4.5444444444"
Archaeological Site of Atapuerca,Spain,Europe and North America,Cultural,False,,2000,"42.3497222222, -3.5152777778"
Archaeological Ensemble of Mérida,Spain,Europe and North America,Cultural,False,,1993,"38.91611, -6.33778"
Archaeological Ensemble of Tarraco,Spain,Europe and North America,Cultural,False,,2000,"41.11472222, 1.259305556"
Aranjuez Cultural Landscape,Spain,Europe and North America,Cultural,False,,2001,"40.03645, -3.60934"
Cultural Landscape of the Serra de Tramuntana,Spain,Europe and North America,Cultural,False,,2011,"39.7308333333, 2.6947222222"
Las Médulas,Spain,Europe and North America,Cultural,False,,1997,"42.46939, -6.77075"
"Ibiza, Biodiversity and Culture",Spain,Europe and North America,Mixed,False,,1999,"38.91113889, 1.435194444"
Mudejar Architecture of Aragon,Spain,Europe and North America,Cultural,False,,1986,"40.34389, -1.10722"
Old City of Salamanca,Spain,Europe and North America,Cultural,False,,1988,"40.96525, -5.6645"
Old Town of Cáceres,Spain,Europe and North America,Cultural,False,,1986,"39.47444, -6.37"
Old Town of Ávila with its Extra-Muros Churches,Spain,Europe and North America,Cultural,False,,1985,"40.65645, -4.70012"
"Palau de la Música Catalana and Hospital de Sant Pau, Barcelona",Spain,Europe and North America,Cultural,False,,1997,"41.38778, 2.175"
San Cristóbal de La Laguna,Spain,Europe and North America,Cultural,False,,1999,"28.47788889, -16.31177778"
University and Historic Precinct of Alcalá de Henares,Spain,Europe and North America,Cultural,False,,1998,"40.48138889, -3.368055556"
Ancient City of Polonnaruwa,Sri Lanka,Asia and the Pacific,Cultural,False,,1982,"7.915833333, 81.00055556"
Rangiri Dambulla Cave Temple,Sri Lanka,Asia and the Pacific,Cultural,False,,1991,"7.856666667, 80.64916667"
Central Highlands of Sri Lanka,Sri Lanka,Asia and the Pacific,Natural,False,,2010,"7.45245, 80.8021"
Hebron/Al-Khalil Old Town,State of Palestine,Arab States,Cultural,True,Y 2017,2017,"31.5244444444, 35.1083333333"
"Palestine: Land of Olives and Vines – Cultural Landscape of Southern Jerusalem, Battir",State of Palestine,Arab States,Cultural,True,Y 2014,2014,"31.7163888889, 35.1588888889"
Jodensavanne Archaeological Site: Jodensavanne Settlement and Cassipora Creek Cemetery,Suriname,Latin America and the Caribbean,Cultural,False,,2023,"5.4311111111, -54.9826666667"
"Church Town of Gammelstad, Luleå",Sweden,Europe and North America,Cultural,False,,1996,"65.64611, 22.02861"
"Grimeton Radio Station, Varberg",Sweden,Europe and North America,Cultural,False,,2004,"57.1, 12.38333333"
Decorated Farmhouses of Hälsingland,Sweden,Europe and North America,Cultural,False,,2012,"61.7072222222, 16.1958333333"
Royal Domain of Drottningholm,Sweden,Europe and North America,Cultural,False,,1991,"59.32306, 17.88333"
Naval Port of Karlskrona,Sweden,Europe and North America,Cultural,False,,1998,"56.16667, 15.58333"
Abbey of St Gall,Switzerland,Europe and North America,Cultural,False,,1983,"47.42333, 9.37778"
"Lavaux, Vineyard Terraces",Switzerland,Europe and North America,Cultural,False,,2007,"46.4919444444, 6.7461111111"
Swiss Tectonic Arena Sardona,Switzerland,Europe and North America,Natural,False,,2008,"46.9166666667, 9.25"
"Three Castles, Defensive Wall and Ramparts of the Market-Town of Bellinzona",Switzerland,Europe and North America,Cultural,False,,2000,"46.19314, 9.02242"
Swiss Alps Jungfrau-Aletsch,Switzerland,Europe and North America,Natural,False,,2001,"46.5, 8.0333333333"
Site of Palmyra,Syrian Arab Republic,Arab States,Cultural,True,Y 2013,1980,"34.5541666667, 38.2666666667"
Crac des Chevaliers and Qal’at Salah El-Din,Syrian Arab Republic,Arab States,Cultural,True,Y 2013,2006,"34.7566666667, 36.2944444444"
Ancient City of Damascus,Syrian Arab Republic,Arab States,Cultural,True,Y 2013,1979,"33.5108333333, 36.3097222222"
Silk Roads: Zarafshan-Karakum Corridor,"Tajikistan,Uzbekistan,Turkmenistan",Asia and the Pacific,Cultural,False,,2023,"39.4414888889, 69.6855583333"
Kaeng Krachan Forest Complex,Thailand,Asia and the Pacific,Natural,False,,2021,"12.8656666667, 99.4001666667"
"Phu Phrabat, a testimony to the Sīma stone tradition of the Dvaravati period",Thailand,Asia and the Pacific,Cultural,False,,2024,"17.7310583333, 102.3562666667"
Thungyai-Huai Kha Khaeng Wildlife Sanctuaries,Thailand,Asia and the Pacific,Natural,False,,1991,"15.33333, 98.91667"
Ichkeul National Park,Tunisia,Arab States,Natural,False,,1980,"37.16361, 9.67472"
Medina of Sousse,Tunisia,Arab States,Cultural,False,,1988,"35.82778, 10.63861"
Aphrodisias,Türkiye,Europe and North America,Cultural,False,,2017,"37.7083333333, 28.7236111111"
Archaeological Site of Ani,Türkiye,Europe and North America,Cultural,False,,2016,"40.5, 43.5666666667"
Ephesus,Türkiye,Europe and North America,Cultural,False,,2015,"37.9291666667, 27.3594444444"
Bursa and Cumalıkızık: the Birth of the Ottoman Empire,Türkiye,Europe and North America,Cultural,False,,2014,"40.1847305556, 29.0623361111"
Gordion,Türkiye,Europe and North America,Cultural,False,,2023,"39.6433333333, 31.9861111111"
Göreme National Park and the Rock Sites of Cappadocia,Türkiye,Europe and North America,Mixed,False,,1985,"38.66667, 34.85"
Sardis and the Lydian Tumuli of Bin Tepe,Türkiye,Europe and North America,Cultural,False,,2025,"38.4819444444, 28.0452777778"
Xanthos-Letoon,Türkiye,Europe and North America,Cultural,False,,1988,"36.335, 29.32028"
L'viv – the Ensemble of the Historic Centre,Ukraine,Europe and North America,Cultural,True,Y 2023,1998,"49.84163, 24.03198"
Residence of Bukovinian and Dalmatian Metropolitans,Ukraine,Europe and North America,Cultural,False,,2011,"48.2966666667, 25.9247222222"
The Historic Centre of Odesa,Ukraine,Europe and North America,Cultural,True,Y 2023,2023,"46.48645, 30.7416138889"
"Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings, Kyiv-Pechersk Lavra",Ukraine,Europe and North America,Cultural,True,Y 2023,1990,"50.45258, 30.51686"
"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)",United Arab Emirates,Arab States,Cultural,False,,2011,"24.0677777778, 55.8063888889"
Blenheim Palace,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,False,,1987,"51.84194444, -1.361388889"
Castles and Town Walls of King Edward in Gwynedd,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,False,,1986,"53.13972222, -4.276944444"
Cornwall and West Devon Mining Landscape,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,False,,2006,"50.1361111111, -5.3836111111"
Gough and Inaccessible Islands,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Natural,False,,1995,"-40.32472222, -9.928611111"
Ironbridge Gorge,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,False,,1986,"52.62638889, -2.472777778"
Maritime Greenwich,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,False,,1997,"51.4811666667, -0.0037777778"
"Historic Town of St George and Related Fortifications, Bermuda",United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,False,,2000,"32.37944444, -64.67777778"
